username,black,darkGrey,deepGrey,mediumGrey,lightGrey,white,beige,peach,brown,chocolate,rust,orange,yellow,pastelYellow,lime,green,darkGreen,forest,darkTeal,lightTeal,aqua,azure,blue,navy,purple,mauve,magenta,pink,watermelon,red,rose,maroon,darkChocolate,darkPurple
brgo@lemmy.nz,4,11,0,0,0,1,0,0,0,0,0,0,15,0,0,0,37,21,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0
freddo@feddit.nu,6,0,0,0,0,7,0,0,0,0,0,6,46,23,0,0,0,0,0,0,3,55,482,0,0,0,0,0,0,8,9,4,0,0
PdizzleParker@lemmy.world,110,7,64,15,49,45,4,26,0,124,0,0,101,8,3,18,6,66,50,8,18,8,21,0,25,0,3,50,3,27,86,34,4,0
inlandempire@jlai.lu,14,34,0,0,6,5,0,0,0,0,0,0,39,0,0,0,10,0,0,0,0,29,138,8,0,1,2,9,5,180,107,1,0,0
kersploosh@sh.itjust.works,0,0,0,2,16,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,4,0,0,0,0
Techie@lemmy.world,48,7,25,15,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AdrianTheFrog@lemmy.world,155,0,0,5,54,70,0,0,3,1,253,0,6,0,0,0,0,0,0,20,0,24,34,2,15,0,0,0,0,23,6,0,0,106
dabster291@lemmy.zip,53,76,73,55,30,9,1,18,0,0,3,9,28,7,15,2,4,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,13
ClamDrinker@lemmy.world,0,0,13,142,67,0,102,1,0,0,1,0,0,0,0,0,0,0,19,0,0,54,0,0,0,0,0,7,8,0,0,10,41,0
TheGuyTM3@lemmy.ml,130,89,37,46,21,27,87,0,356,67,1,0,14,0,0,3,0,3,168,0,4,341,15,0,2,23,4,84,88,94,96,57,108,0
SiKCLeR@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
pruwybn@discuss.tchncs.de,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
lazycouchpotato@lemmy.world,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johannes@feddit.nu,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astrealix@lemmy.world,109,4,14,21,89,39,134,65,17,21,24,51,452,119,0,4,15,4,0,0,0,25,127,35,11,0,3,42,81,816,330,0,0,78
Sibbo@sopuli.xyz,266,6,0,0,0,14,0,0,0,0,0,2,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,22
threelonmusketeers@sh.itjust.works,895,61,8,961,3,164,0,0,0,17,6,0,0,0,4,60,31,5,1,66,308,0,1,199,1,0,0,0,4,110,0,0,0,0
FairyZombie@lemmy.world,1,0,24,18,34,1,1,9,167,524,0,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,21,0
CameronDev@programming.dev,9,0,0,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5,2,3,0,0
Vector@lemmy.world,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0
Anahkiasen@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Kelo@lemmy.world,324,28,42,44,32,125,2,2,9,28,9,8,120,0,3,5,57,7,0,0,78,65,126,15,40,6,20,13,1,99,29,0,10,12
Fizz@lemmy.nz,19,0,41,0,0,5,0,0,9,66,2,0,0,0,0,0,238,38,0,0,0,0,379,0,0,0,0,0,0,0,0,0,153,0
faceula@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mckean@programming.dev,28,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,6,1,0,0,0,6,3,0,11,3,2,1,0,0,0,0,0,0
cryoistalline@lemmy.ml,27,0,0,0,0,16,0,0,0,1,4,1,1,1,3,2,2,1,0,0,0,49,0,0,0,0,0,0,0,49,3,2,1,0
LordAmplifier@pawb.social,0,0,0,38,0,7,0,108,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0
thedoginthewok@lemmy.world,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preussischblau@lemmy.ca,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0
NorthWestWind@lemmy.world,13,1,2,0,5,2,32,1,0,0,0,0,30,3,0,0,0,0,8,32,11,0,0,0,0,0,0,0,0,0,6,0,0,0
ButWhatDoesItAllMean@sh.itjust.works,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fjern@lemmy.world,35,0,0,0,0,2,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0,0,23,0,0,1,0
AI_toothbrush@lemmy.zip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Beaker@lemmy.blahaj.zone,42,0,2,29,0,0,0,0,0,0,0,0,1,0,0,34,7,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
pewgar_seemsimandroid@lemmy.blahaj.zone,28,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tonyn@lemmy.ml,60,0,2,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,14,0,24,0,0,0,0,0,0,3
Snoopy@piefed.social,170,16,106,131,31,58,67,0,19,59,14,4,30,35,0,26,11,5,160,516,14,112,29,292,29,0,156,93,0,22,166,0,19,82
0_0@sopuli.xyz,127,0,0,0,22,60,0,0,0,0,0,64,51,0,0,0,27,0,6,23,51,23,63,7,0,0,1,1,0,104,0,0,1,33
siv9939@lemmy.zip,818,9,11,483,252,44,5,12,50,0,0,0,497,186,0,0,28,0,0,0,0,0,78,37,9,0,10,0,0,0,1,0,0,0
Vaporek@mas.to,321,97,249,40,71,301,193,90,314,149,26,7,13,15,31,0,16,0,19,16,402,273,54,110,24,9,5,114,7,49,69,35,0,63
Ohsin@mastodon.social,498,0,1,41,210,22,1,14,48,0,2,2,49,0,0,0,23,0,247,276,10,7,77,0,0,11,0,0,18,59,1,0,0,16
lvxferre@mander.xyz,99,9,69,172,90,39,22,117,173,31,128,402,74,9,5,297,618,91,0,0,234,67,266,0,27,7,3,0,2,22,20,77,79,1
tynstar@nerdculture.de,266,10,47,5,56,142,39,0,0,0,0,8,148,0,0,0,148,5,0,0,4,0,274,801,0,4,0,0,8,169,4,0,0,0
flughoernchen@feddit.org,370,10,7,26,4,56,0,36,0,0,38,59,944,26,0,34,261,3,0,11,19,62,164,73,123,26,5,52,54,404,0,14,0,302
PixelAnimeArtist@mas.to,9,8,184,28,100,40,67,18,15,32,29,10,4,0,29,0,0,0,17,0,115,32,6,1,0,0,0,0,2,4,2,0,4,0
tetsuyayu@mas.to,0,0,18,0,1,3,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
starpup@toast.ooo,197,16,26,215,154,393,7,15,17,30,25,39,198,42,40,95,36,32,120,237,506,192,210,651,633,142,169,177,0,67,5,21,23,454
ChaoticNeutralCzech@feddit.org,0,0,0,164,96,9,0,0,0,0,10,10,4,0,0,0,0,0,0,0,0,14,39,0,0,12,0,0,0,18,7,0,0,33
wh0_cares@lemmy.blahaj.zone,0,0,0,0,0,12,0,6,0,0,0,3,51,3,0,11,2,0,0,0,55,2,17,0,5,0,0,0,0,0,0,0,0,0
ACatAndPonyShow@mastodon.social,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,10,0,0,0
Setarkus@toast.ooo,287,0,0,0,13,2,0,0,0,0,0,0,0,0,110,20,55,83,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ns1@feddit.uk,2,0,0,0,15,40,1,0,9,8,2,0,1,1,8,8,7,1,2,0,1,0,30,0,7,0,2,0,1,51,0,0,0,0
Staden_@pawb.social,232,0,0,31,2,37,0,0,0,0,17,0,39,0,0,21,0,0,0,0,215,21,96,218,19,0,1,10,0,27,7,0,0,0
Monstanner@lemmy.ml,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
GeekFTW@lemmy.zip,590,15,36,74,100,6,0,0,0,0,0,0,424,214,0,0,0,0,0,0,28,162,43,0,0,0,0,0,6,40,39,0,0,0
nonDanya@ani.social,40,0,0,2,0,2,0,0,0,0,0,0,0,0,75,23,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalcifer@sh.itjust.works,65,0,13,56,0,51,0,0,0,0,0,6,11,0,0,0,13,0,0,0,18,0,25,1,0,0,0,0,0,3,0,0,0,14
DrDuskSaw@lemmy.world,199,4,19,15,58,34,47,31,52,33,37,112,190,73,158,3,3,20,166,15,30,52,81,36,1,2,21,128,47,45,45,44,1,19
OGE@programming.dev,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,49,37,0,23,64,0,0,0,0,1,0,0,0,0,0,0
CaptainBasculin@lemmy.ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
unexposedhazard@discuss.tchncs.de,53,3,6,4,3,1,0,0,0,0,0,0,7,14,0,0,0,0,36,1,0,0,4,5,0,0,0,0,0,20,0,0,0,106
grant@grants.cafe,391,27,16,24,23,17,114,4,48,21,0,4,0,0,0,8,0,0,0,0,0,0,47,0,0,0,0,0,0,2,0,0,0,0
misericordiae@literature.cafe,745,0,74,19,55,412,53,0,9,0,16,1,19,9,9,2,274,128,64,36,14,35,199,0,18,0,0,0,226,0,18,1,0,13
TheWaffleLord@toast.ooo,88,7,0,22,9,39,0,0,22,20,78,40,117,58,0,1,3,2,3,16,60,10,78,86,0,7,89,307,20,14,2,4,0,68
anhkagi@jlai.lu,33,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mindbleach@sh.itjust.works,55,6,56,29,33,37,0,1,0,0,4,12,44,1,61,3,19,10,1,0,0,527,148,8,49,8,114,636,0,0,17,12,11,53
sleepingoddish@lemmy.zip,1254,0,0,0,0,61,8,1,1,6,0,0,10,8,0,0,7,0,0,0,0,0,50,12,0,0,0,0,0,2,0,0,0,15
synapse1278@lemmy.world,334,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,261,29,436,338,0,0
dronarnia@lemmy.world,19,3,0,8,19,59,0,0,18,0,2,4,72,1,0,1,15,4,0,0,0,16,66,0,0,2,0,0,0,4,0,0,14,0
emb@lemmy.world,5,0,2,0,0,6,0,0,0,0,1,0,0,0,8,0,2,12,0,0,0,41,137,4,258,136,0,1,0,0,0,0,0,194
taaz@biglemmowski.win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
greenwizard@toast.ooo,38,0,0,0,0,2,0,0,0,0,0,0,0,0,189,88,63,15,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0
thirdBreakfast@lemmy.world,140,0,0,80,111,41,35,0,0,0,0,0,28,0,0,0,0,0,0,3,83,133,127,345,7,0,0,31,0,80,0,0,0,0
Stitch0815@feddit.org,0,0,0,43,0,21,0,0,0,0,40,27,53,14,0,13,2,0,0,0,0,23,40,101,61,0,0,0,9,66,8,0,0,19
Green21Black@feddit.org,71,64,20,20,53,129,0,0,59,32,1,186,430,31,0,0,62,147,33,0,121,26,94,6,0,0,34,11,0,80,14,5,41,0
zoe@mastodon.de,152,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
catatat@feddit.org,0,0,0,0,11,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hubi@feddit.org,27,32,0,0,0,1,0,0,0,0,18,0,32,0,0,0,0,0,0,0,0,3,19,0,15,0,0,0,0,119,0,0,11,27
Helium1234@lemmy.world,0,0,2,0,1,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,138,161,116,0,0,2,0,7,0,0,0,0,0,0
Undearius@lemmy.ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
LongLive@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
PropaGandalf@lemmy.world,266,0,0,0,0,4,0,0,11,21,0,1,338,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0
Pandantic@midwest.social,185,39,1,0,12,4,0,0,5,4,14,41,33,0,5,18,10,17,13,2,8,64,26,1,14,12,0,3,38,26,30,1,0,114
Hardened4416@lemmynsfw.com,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,78,0,0,0
Matombo@feddit.org,55,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
rockmeat@feddit.org,34,0,7,1,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,5,77,2,0,3,33,7,0,0,0,18
martinbasic@lemmy.world,421,10,0,29,32,62,0,0,0,0,0,0,10,0,0,0,0,0,42,44,64,185,0,0,1,0,0,0,0,10,0,0,0,8
AutoPastry@sopuli.xyz,0,0,0,4,4,0,0,0,0,0,0,0,23,0,0,9,0,0,16,0,145,0,0,138,0,0,0,0,0,0,0,0,0,0
LittleshyFiM@derpy.masto.host,96,27,9,72,97,45,0,5,52,41,4,14,193,124,7,2,1,2,27,31,141,65,84,0,4,1,9,18,12,72,47,0,3,12
ValueSubtracted@startrek.website,536,62,16,573,465,60,0,0,0,0,0,0,0,0,0,5,1,0,0,0,31,0,0,0,0,0,0,0,0,7,22,0,0,0
crazyminner@lemmy.ml,26,0,0,0,0,0,0,0,0,21,0,0,0,17,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrance@lemmy.world,7,0,0,0,0,15,0,0,0,0,0,0,59,0,0,0,7,0,0,0,0,12,0,0,63,137,0,7,0,0,4,0,0,32
ChaosCoati@midwest.social,138,15,45,162,178,5,47,10,49,33,17,50,24,15,9,0,38,24,75,80,26,20,16,0,0,0,1,0,22,6,2,4,0,0
Ethanol@pawb.social,43,330,339,178,0,2,56,3,39,121,18,0,35,0,20,47,52,2,0,6,0,135,31,0,1,1,7,2,0,14,21,9,125,0
Lemminary@lemmy.world,57,0,0,0,0,0,0,0,0,0,62,0,19,0,0,0,13,0,0,0,0,0,13,0,7,0,0,0,0,6,0,0,0,24
livingheart@sh.itjust.works,39,0,0,49,34,35,0,0,0,2,1,5,57,0,0,27,21,19,0,0,1,0,46,0,0,6,0,0,0,11,20,0,0,0
filmroellchen@chaos.social,9,11,4,40,0,116,0,0,0,0,4,6,21,0,0,1,0,0,0,0,0,108,5,18,0,0,3,14,38,20,0,0,0,0
OlimitLolli@feddit.org,18,0,0,2,44,21,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,21,0,0,0,0,14,0,0,0,11
arudesalad@sh.itjust.works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
zibberzebra@feddit.org,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,9
kaida@feddit.org,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
lemming@sh.itjust.works,5,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,2,0,0,0,0
blackjacksepp@mstdn.party,74,23,40,1,15,57,0,0,98,72,1,84,86,4,0,0,75,215,0,0,65,42,92,15,0,0,0,1,4,29,0,0,60,0
EvilCartyen@feddit.dk,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
one_suit_samus@retro.pizza,17,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
d_k_bo@feddit.org,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
Binette@lemmy.ml,87,86,25,48,147,28,119,20,92,5,20,17,77,4,0,0,15,0,66,0,0,1,119,19,0,0,0,21,55,32,37,14,1,20
everett@lemmy.ml,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cows_are_underrated@feddit.org,0,0,0,0,45,0,0,0,0,0,0,0,13,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Corgana@startrek.website,8,0,0,4,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pinage404@mamot.fr,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,0,0,102,0,131,0,0,0,0,0,0,0,0,0,0,0
deedan06_@lemmy.dbzer0.com,1616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
Quilly@equestria.social,4,0,4,0,0,29,0,0,0,0,5,6,23,54,28,126,83,3,20,83,1,0,0,0,27,1,40,6,0,35,3,0,5,21
baldingpudenda@lemmy.world,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0
Montagge@lemmy.zip,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nossaquesapao@lemmy.eco.br,0,11,0,0,0,18,0,0,0,0,0,0,20,0,0,63,13,58,2,0,0,0,28,0,0,0,0,0,0,25,0,33,0,0
NorthWestWind@wetdry.world,4,3,1,0,1,3,25,1,0,0,0,0,28,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olebla@feddit.org,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
mat@jlai.lu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0
usernamesAreTricky@lemmy.ml,1,0,0,0,27,0,0,0,0,56,0,0,0,420,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0
DerTschl0mpf@sh.itjust.works,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,4,0,0,0,35,0,0,0,700
ZeptoAto@fosstodon.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
T_the_cheet@mastodon.social,750,4,0,1,2,5,3,0,0,0,0,1,5,6,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0
Daeltam@toast.ooo,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0
wieson@feddit.org,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,3,0,0,0,0
hawthornbunny@equestria.social,9,0,43,40,67,94,0,4,81,2,16,30,127,0,0,0,15,0,12,6,104,41,160,47,18,5,233,61,1,137,21,0,0,1
vbb@lemmy.world,0,0,1,56,19,0,22,0,64,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,8,10,10,7,0
Scio@lemmy.world,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
purple_drank@lemmy.world,10,0,1,27,51,48,0,0,34,0,0,4,51,0,0,5,62,2,0,0,44,2,134,0,3,0,0,0,0,75,7,0,0,7
filmroellchen@donotsta.re,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,0,0,0,0,0,0
